age_years,residential_status,time_at_address_months,employment_status,time_with_employer_months,gross_monthly_income_eur,net_monthly_income_eur,debt_to_income_ratio,disposable_income_eur,num_active_credit_accounts,default
32,rent_private,44,permanent,4,3622,412,0.0390616173707261,19262,5,0
40,owner_no_mortgage,551,unemployed_other,72,4233,797,0.4451204640608201,687,14,0
63,owner_no_mortgage,24,permanent,333,1665,2028,0.3343919415563253,531,4,0
25,rent_social,21,self_employed,142,3967,105,0.2886221307790142,888,1,0
35,rent_private,14,permanent,18,2105,3312,0.6436220857924713,379,6,0
50,owner_with_mortgage,39,retired,48,1751,1322,0.566082244311795,1096,4,0
62,owner_no_mortgage,2,self_employed,23,4939,331,0.3844330351533316,1023,8,0
108,owner_with_mortgage,7,permanent,10,3685,2618,0.5731081450804271,1163,4,0
58,rent_private,6,self_employed,31,4965,13637,0.2257640185066086,425,2,0
46,owner_with_mortgage,27,permanent,15,2094,2345,0.4071754402999089,726,3,0
75,rent_private,162,permanent,0,8615,1205,0.5406356772585126,420,4,0
51,rent_private,16,self_employed,433,3405,1276,0.006479346106846,64,4,0
59,rent_social,57,unemployed_other,8,17997,1652,0.5771517041429294,11804,3,0
45,rent_private,455,temporary_contract,10,1583,2822,0.3096377293809679,527,6,0
54,rent_social,21,temporary_contract,36,712,1427,0.2486085989656747,7755,22,0
42,owner_with_mortgage,32,permanent,167,2563,2444,0.5188151547857857,786,6,0
42,owner_no_mortgage,19,permanent,428,4560,2341,0.4963237681226504,1009,7,0
53,owner_with_mortgage,13,temporary_contract,6,2849,1482,0.5846025760398784,12408,3,0
27,owner_with_mortgage,16,permanent,347,2,1827,0.3258848106287437,76,7,0
29,owner_with_mortgage,49,retired,92,4898,2368,0.344306569912698,474,2,0
59,rent_private,23,permanent,34,694,2661,0.3731098872276661,10173,3,0
43,living_with_family_other,4,temporary_contract,12,2941,1480,0.007237072388126,1011,4,0
56,living_with_family_other,165,retired,35,2883,9345,0.0488067467119927,326,3,0
42,rent_private,34,permanent,508,4403,2226,0.2634512679632535,56,3,0
64,owner_no_mortgage,13,self_employed,8,315,1338,0.4534811991795892,141,4,0
35,owner_with_mortgage,23,self_employed,31,1205,1101,0.4617565453927695,554,1,0
80,owner_with_mortgage,15,permanent,332,2432,1252,0.0693412167200539,1101,4,0
24,owner_with_mortgage,17,permanent,538,3046,3319,0.2364688800412083,5,3,0
39,owner_with_mortgage,22,retired,2,3217,11837,0.5651623944653967,9,5,0
53,owner_with_mortgage,9,permanent,56,4790,511,0.3760003046353574,9906,4,0
52,owner_no_mortgage,41,retired,12,4066,2045,0.481922262490475,1035,1,0
59,owner_with_mortgage,7,retired,417,2425,2200,0.2733296651750698,535,8,0
45,owner_no_mortgage,337,retired,9,2986,3286,0.2136662636614745,119,2,0
41,rent_private,17,temporary_contract,52,1619,13004,0.3383850977500671,673,3,0
50,rent_social,18,permanent,40,2846,2963,0.2557315748115515,246,42,0
51,owner_with_mortgage,26,permanent,37,60,3302,0.5063402329947881,153,2,0
39,rent_private,463,permanent,54,1120,1498,0.5262623424030565,656,5,0
26,owner_no_mortgage,137,self_employed,29,1584,1593,0.6529724786057242,71,2,0
28,rent_social,4,permanent,522,2965,1447,0.4250607583969483,586,34,1
31,owner_with_mortgage,147,self_employed,7,4017,2820,0.1863369692382843,874,3,0
33,owner_with_mortgage,20,permanent,6,4298,1424,0.0468606819148669,974,4,0
37,rent_private,357,permanent,40,6845,11632,0.4635745596082914,378,3,0
53,owner_no_mortgage,7,permanent,221,2568,1587,0.2492289405466527,1047,8,0
29,owner_with_mortgage,40,permanent,23,17575,1659,0.4730335593684681,-4927,5,0
58,owner_no_mortgage,22,retired,22,2615,3287,0.3050516101864426,5734,5,0
25,rent_social,59,retired,229,3829,3261,0.4181920920153614,736,2,0
29,owner_with_mortgage,427,permanent,38,7538,2167,0.0179174516730889,654,1,0
29,owner_with_mortgage,144,self_employed,9,13548,1645,0.0278992984904123,582,8,0
35,living_with_family_other,14,permanent,122,3037,2428,0.054155524726803,432,2,0
56,owner_no_mortgage,38,retired,23,3398,2795,0.1233692216442729,987,47,0
45,owner_with_mortgage,107,retired,9,4489,2081,0.1250106426232079,1106,4,0
37,owner_with_mortgage,58,permanent,242,4061,2997,0.140199118030221,662,1,0
34,owner_with_mortgage,477,permanent,51,12787,2073,0.6065939715439692,-2690,4,0
60,owner_no_mortgage,7,permanent,8,3015,631,0.1832315872349755,3,2,0
50,owner_with_mortgage,19,temporary_contract,541,862,1218,0.3728724695077535,674,3,0
25,owner_with_mortgage,88,permanent,10,1457,850,0.4132720008708425,1032,25,0
35,rent_private,464,permanent,32,631,1925,0.3819219901808392,571,5,0
57,owner_with_mortgage,4,retired,0,1649,1259,0.2539097913416705,191,5,0
108,rent_private,15,permanent,19,1031,1357,0.4214059913812228,763,9,0
23,owner_no_mortgage,306,self_employed,31,3417,3096,1.326298213995483,9,6,0
56,owner_with_mortgage,387,unemployed_other,45,2773,799,0.3755637711358884,458,6,0
54,rent_private,0,permanent,1,2956,1529,0.3863895374255449,404,0,0
43,owner_with_mortgage,3,self_employed,17,4222,1896,0.5910735371192307,523,4,0
53,rent_private,7,permanent,21,34,1773,0.2307419809769945,99,2,0
37,owner_with_mortgage,33,permanent,3,2162,1322,0.4552727350464248,256,1,0
48,owner_no_mortgage,57,self_employed,8,14762,2010,0.3045120652301066,796,7,0
25,living_with_family_other,34,permanent,12,4389,3302,0.2608431040412761,-3269,4,0
34,owner_with_mortgage,32,retired,34,2725,3104,0.5306524772150122,-4852,4,0
31,rent_private,50,permanent,3,2490,3165,0.6015711287772751,5716,0,0
36,owner_no_mortgage,34,permanent,6,2987,2810,0.4124086620298519,773,5,0
33,rent_private,414,retired,67,3023,2290,0.3119575565337283,907,4,0
41,owner_with_mortgage,12,permanent,405,1806,855,0.2041737113067407,256,5,0
34,rent_private,31,permanent,55,936,1631,0.4370568471852242,442,6,1
64,owner_with_mortgage,6,permanent,127,2266,1695,0.2430915156041652,14667,0,0
35,rent_private,240,self_employed,15,3840,1340,1.4187490382993275,82,14,0
61,owner_no_mortgage,26,permanent,53,1741,1468,0.3319242145911352,1095,26,0
30,rent_private,59,permanent,572,4305,3874,0.2968652431806493,679,4,0
26,rent_private,41,permanent,9,2484,182,0.1197260132220305,404,8,0
40,owner_no_mortgage,373,temporary_contract,8,3441,365,0.2443166882487299,1167,8,0
63,owner_no_mortgage,5,self_employed,128,1997,729,0.4551768145283301,439,2,0
28,owner_with_mortgage,23,permanent,7,2799,2462,0.3123478212198305,15444,5,0
42,owner_with_mortgage,7,permanent,28,1531,2327,0.4756908510251502,643,4,0
54,rent_private,59,permanent,14,4951,2584,0.5847695738391132,142,6,0
35,owner_no_mortgage,20,permanent,5,2955,3246,0.1294173915494927,145,6,0
51,owner_no_mortgage,15,permanent,0,2461,1384,0.0598804098822432,-666,4,0
45,rent_social,17,permanent,46,2978,2134,0.5524259081220385,376,4,0
37,rent_private,48,permanent,42,11985,18,0.5456320034485329,1117,41,0
40,owner_no_mortgage,413,self_employed,46,2578,1610,0.2655508953386858,-2732,2,0
46,living_with_family_other,15,retired,60,2569,2053,0.4997828070276925,621,4,0
46,rent_private,23,permanent,1,2322,3252,0.8086653695875042,538,0,0
36,rent_private,13,permanent,38,1707,1573,0.0660263227968876,133,2,0
24,rent_social,16,permanent,7,2678,3420,0.3977097447137802,717,2,0
28,owner_with_mortgage,35,permanent,35,1516,1051,0.4588747868834625,-1909,1,1
18,owner_with_mortgage,231,permanent,174,2579,2328,0.3700347546987556,2475,30,0
20,owner_no_mortgage,6,self_employed,48,2940,3029,0.2668157894350303,960,1,0
36,living_with_family_other,89,permanent,458,10420,493,0.2769510616369173,4721,2,0
53,owner_with_mortgage,40,permanent,12,2613,9740,0.2971795940689725,529,2,0
37,rent_social,4,permanent,553,3178,1530,0.5968565607342169,902,23,0
56,owner_with_mortgage,24,permanent,10,3437,1903,0.0028387954284799,435,5,0
31,owner_no_mortgage,473,permanent,52,3057,1430,0.263272376867681,188,2,0
47,owner_no_mortgage,13,self_employed,555,4047,563,0.0868440496843002,-2788,5,0
63,owner_no_mortgage,21,permanent,29,2505,7262,0.0286020730368761,581,2,0
43,rent_private,53,unemployed_other,563,1736,1427,0.2415327585024839,769,5,0
52,rent_private,5,permanent,88,3534,2247,0.2592928860226765,1022,3,0
99,rent_private,452,permanent,4,4092,870,0.3360488351837501,17,7,0
39,rent_social,3,permanent,60,3887,3030,0.1243377625003619,739,6,0
43,rent_social,60,permanent,9,3241,2252,0.3440959669691623,506,3,0
26,rent_private,8,self_employed,228,1867,1244,0.323932818613632,1197,35,0
40,rent_private,20,retired,43,4442,2057,0.3357966454295792,616,5,0
39,owner_with_mortgage,25,permanent,45,2113,1595,0.5304913592972378,405,2,0
58,rent_social,22,permanent,56,1720,240,0.6408869987204502,844,8,0
64,owner_with_mortgage,439,temporary_contract,18,6014,1463,0.502829598245037,42,2,0
54,rent_private,10,retired,480,1853,2868,0.5640051021501724,1153,1,0
26,rent_private,43,temporary_contract,192,4190,1238,0.1656725953524491,469,2,0
23,rent_private,108,permanent,23,2414,391,0.1818317794672186,1287,1,0
30,rent_social,525,retired,462,3580,2999,0.2562469054266537,902,2,0
30,owner_no_mortgage,32,permanent,22,3729,1358,0.573096868640796,5985,3,0
30,owner_with_mortgage,3,permanent,8,271,1217,0.4921173917127844,517,6,0
38,owner_with_mortgage,0,permanent,21,1590,1505,0.4678960799034455,217,2,0
23,rent_private,578,permanent,41,1600,2048,0.1652180500188941,143,1,0
21,owner_with_mortgage,166,permanent,201,1220,2314,0.6256519805220935,298,2,0
56,owner_with_mortgage,16,permanent,48,2312,2430,0.6203383834098446,300,0,0
34,owner_no_mortgage,51,permanent,193,615,2309,0.3034737760552599,687,4,0
52,rent_social,19,permanent,20,4751,408,0.1069563137448782,647,5,0
52,owner_with_mortgage,50,retired,4,1628,1585,0.620811972394558,822,5,0
42,owner_no_mortgage,18,temporary_contract,11,614,1502,1.2384842709019757,74,6,0
47,owner_no_mortgage,5,self_employed,56,2341,3348,0.3696662566164562,1121,4,0
28,living_with_family_other,2,permanent,56,4044,2152,0.3577179586047778,91,3,0
63,rent_private,60,permanent,590,2287,3458,0.4478027856477086,978,1,0
27,rent_private,48,permanent,123,2591,377,0.0012248914017187,960,4,0
40,owner_no_mortgage,15,permanent,17,3353,1519,0.5031200904456631,444,3,0
18,rent_private,397,permanent,38,2939,1348,0.2760701621081052,15587,5,0
34,rent_social,47,permanent,15,1922,43,0.2743636475833292,1134,5,0
48,rent_private,43,permanent,2,518,1711,0.5690250509314949,350,6,0
40,rent_private,24,permanent,34,3130,9868,0.2454478374524097,3414,5,0
37,rent_private,186,permanent,401,4371,2330,0.4229124954725894,293,4,0
31,rent_private,36,temporary_contract,11,1818,13526,0.1012507807401896,311,3,0
57,owner_with_mortgage,442,permanent,0,3615,1670,0.5603083823319578,778,5,0
28,rent_private,27,self_employed,1,1582,1543,0.5769215628649207,1161,5,0
36,owner_with_mortgage,387,permanent,357,11663,3414,0.1720739385081451,542,1,0
44,rent_private,12,permanent,11,3321,1544,0.4896267129451118,477,4,0
100,owner_with_mortgage,5,permanent,296,4664,1886,0.1087837613969012,66,4,0
22,rent_private,391,permanent,8,4553,1210,0.2536233170211052,5330,8,0
24,rent_private,47,retired,540,17839,1695,0.4352108812914878,716,4,0
51,rent_private,307,permanent,11,1852,2405,0.0554814144490616,649,3,0
51,rent_private,59,permanent,588,4727,2754,0.0135837441237967,17833,2,0
33,owner_no_mortgage,18,self_employed,45,2113,2025,0.0785916502851521,732,4,0
22,owner_with_mortgage,24,permanent,58,2641,1318,0.4573995687581783,163,43,0
29,rent_private,21,permanent,6,3943,2669,0.3019355327616195,533,0,0
48,owner_no_mortgage,23,temporary_contract,334,875,1349,0.3531279495589476,443,4,0
27,owner_with_mortgage,9,permanent,490,2053,1782,0.3058417870623311,892,5,0
37,rent_social,53,unemployed_other,23,4068,2848,0.4455411265552939,876,2,0
41,owner_with_mortgage,50,self_employed,26,17174,1417,0.3216125632278627,1101,3,0
26,owner_no_mortgage,51,retired,3,2258,980,0.0734481358267387,8499,4,0
30,owner_with_mortgage,33,self_employed,8,1980,2220,0.2184615606381104,1170,5,0
108,living_with_family_other,149,temporary_contract,108,3106,882,1.4414445521423456,88,35,0
27,rent_private,58,permanent,0,2797,894,0.304512056523929,191,1,0
41,rent_private,491,unemployed_other,33,3823,2866,0.3966650330127698,-2196,8,0
57,rent_private,444,permanent,16,993,3081,0.4733735474497916,2,4,0
33,owner_with_mortgage,24,unemployed_other,49,4706,2018,0.3242007538214472,571,3,0
36,rent_private,55,permanent,57,4239,2086,0.1797305421797226,451,7,0
33,owner_with_mortgage,57,temporary_contract,38,2901,2101,0.1246367586129963,348,5,0
46,rent_private,5,permanent,140,1265,1524,0.2846176621130451,197,0,0
25,rent_private,16,permanent,9,3610,1501,0.257827796776674,3956,7,1
44,rent_private,16,permanent,7,2799,1478,0.4220171411004371,379,1,0
62,rent_social,6,self_employed,51,1832,1352,0.4931339050865262,615,4,1
43,rent_private,6,permanent,27,1329,1128,0.548728754819719,-1542,5,0
39,rent_private,23,retired,19,4316,1846,0.4577280283093575,1039,0,0
33,rent_private,330,unemployed_other,7,1212,1,0.5638913506907012,-664,3,1
37,owner_with_mortgage,25,retired,14,3241,2241,0.1179488710298232,538,2,0
33,owner_no_mortgage,521,permanent,58,17963,2498,0.791527996037023,165,0,0
22,living_with_family_other,15,self_employed,28,14923,809,0.1468555419405907,607,4,0
55,owner_no_mortgage,54,permanent,36,179,1568,0.7949807564269467,243,4,0
82,rent_private,8,unemployed_other,47,3295,2265,0.7222443699247656,340,3,0
56,rent_private,9,temporary_contract,229,1584,3471,0.4434660355535864,649,3,0
33,rent_private,84,permanent,58,2784,3109,0.5179845412641791,35,0,0
48,owner_no_mortgage,24,permanent,398,5957,1696,0.2352938244103952,712,4,0
35,owner_with_mortgage,3,permanent,3,2941,1624,0.5184024732260888,336,3,0
19,rent_private,6,self_employed,152,3200,2467,0.2498400682861835,168,4,0
40,rent_social,19,permanent,5,1652,1664,0.0381221534605185,14879,4,0
40,rent_social,34,permanent,36,2234,1376,0.584960846280688,-3823,7,0
37,owner_with_mortgage,41,permanent,18,2577,2075,0.2149727647840727,669,4,0
115,living_with_family_other,39,retired,42,2133,2083,0.3331537983296669,315,5,0
27,owner_no_mortgage,10,temporary_contract,3,2994,2925,0.4628756196482397,305,42,0
106,owner_with_mortgage,8,permanent,54,1627,2105,0.4612103589795584,947,2,0
29,rent_private,31,permanent,6,2841,2026,0.3427862903268358,698,0,0
42,rent_private,12,retired,5,6121,1771,0.1020466378377654,288,3,0
46,living_with_family_other,23,permanent,3,1597,2665,0.3887323955382391,15830,1,0
97,owner_no_mortgage,0,permanent,16,3103,367,0.13704596986168,7025,3,0
57,owner_no_mortgage,47,permanent,353,2842,2489,0.2461339603276243,202,4,0
111,owner_no_mortgage,34,permanent,30,3021,3359,0.6039354564456443,1023,6,0
38,owner_with_mortgage,15,self_employed,7,2117,154,0.3566209701370084,11620,2,0
39,owner_with_mortgage,116,retired,52,4883,1436,0.2451457590124604,6977,1,0
36,owner_with_mortgage,55,permanent,58,1717,3069,0.2612402046935111,53,0,0
37,rent_private,538,permanent,35,2429,2108,0.2929645792944989,292,2,0
40,owner_with_mortgage,479,permanent,39,648,2219,0.4587267634463923,-2834,16,0
41,rent_social,23,permanent,22,3069,3459,0.4695882000311416,660,2,0
52,rent_social,1,temporary_contract,57,3576,1239,0.4408998691788887,818,0,0
50,rent_private,22,self_employed,526,1591,526,0.2501010928796268,1158,0,0
53,owner_with_mortgage,239,temporary_contract,5,3006,2041,0.3950322432181306,12991,2,0
93,rent_private,573,permanent,16,1793,1095,0.2592034657976128,550,16,0
49,rent_private,22,permanent,1,2663,2217,0.3834684588719586,-1690,5,0
45,owner_with_mortgage,47,self_employed,97,1293,2607,0.2214020107262737,367,6,0
25,owner_with_mortgage,267,permanent,42,1950,1525,0.4649727867401138,476,3,0
102,rent_social,16,permanent,57,4109,2479,0.6117721454392011,1051,4,0
39,rent_social,50,temporary_contract,10,222,2079,0.493004356147987,858,4,0
38,rent_private,14,self_employed,14,4099,1753,0.4183135944720939,65,3,0
38,owner_with_mortgage,42,unemployed_other,87,1507,6898,0.5912604346964556,120,1,0
47,owner_no_mortgage,59,permanent,23,2189,3055,0.6341467564443005,498,4,0
29,rent_private,12,temporary_contract,6,1810,2278,0.0566487545983996,884,6,0
63,rent_social,12,permanent,7,3257,119,0.0040099689089702,40,7,0
40,owner_with_mortgage,41,retired,44,1619,2838,0.025197220339597,14843,1,0
28,living_with_family_other,12,self_employed,47,1772,2871,0.3597221752747119,964,2,0
23,living_with_family_other,1,temporary_contract,35,270,2391,0.2908515471525291,905,2,0
58,owner_with_mortgage,18,permanent,2,774,1963,0.9241587652517936,569,5,0
49,rent_private,263,permanent,5,3230,3463,0.5684164738523663,555,2,0
50,living_with_family_other,45,permanent,9,2173,2907,0.2703846056360028,6734,2,0
49,living_with_family_other,9,permanent,231,4977,1337,0.6295984988507652,883,8,0
30,owner_with_mortgage,58,temporary_contract,9,1738,3094,0.2526593649210208,503,1,0
27,owner_with_mortgage,11,permanent,427,1641,2240,0.2300483737743289,1104,5,0
24,rent_private,31,permanent,540,3483,3468,0.1953535696596267,970,16,0
39,owner_with_mortgage,19,temporary_contract,137,4448,1685,1.1357111313779296,260,8,0
38,rent_private,277,permanent,60,2746,1449,0.4667915794455805,590,1,0
39,owner_no_mortgage,9,permanent,28,1863,746,0.411293263456005,534,3,0
51,owner_with_mortgage,4,permanent,55,2243,1640,0.2806516866100002,880,3,0
42,living_with_family_other,4,temporary_contract,3,4687,1604,0.0282127199905093,589,3,0
38,living_with_family_other,9,permanent,7,2857,2630,0.2330881604012821,373,3,0
63,living_with_family_other,158,permanent,589,1647,3125,0.2991383174672801,931,3,0
30,owner_with_mortgage,21,self_employed,8,2712,2858,0.2157203719567931,9289,6,0
32,owner_no_mortgage,4,unemployed_other,27,2615,2185,0.2904638996713136,152,4,0
44,rent_private,23,permanent,7,1696,1247,0.4220591560323038,269,3,0
51,owner_no_mortgage,23,retired,60,137,2848,0.1245464665316408,366,4,0
45,owner_no_mortgage,27,permanent,346,2100,2004,0.2222252016668894,1081,2,0
40,rent_private,47,permanent,1,4416,2398,0.1281893338412299,-3392,5,0
58,rent_social,30,permanent,1,1928,2247,0.3615975950049935,1679,6,0
35,owner_with_mortgage,45,temporary_contract,14,2282,1621,0.1275210409508703,18296,8,0
46,rent_private,8,permanent,56,1840,2326,0.2842071827222019,6979,3,0
39,rent_private,5,permanent,37,15392,396,0.0068256296448298,371,3,0
86,owner_no_mortgage,301,permanent,17,2827,2912,0.1452184903830069,51,3,0
19,rent_social,23,permanent,320,3561,1466,0.3088181928339862,607,4,0
34,living_with_family_other,34,permanent,58,4096,1850,0.4096579366214388,411,4,0
62,owner_with_mortgage,12,permanent,46,1728,10185,0.0504434065421646,771,48,0
59,owner_with_mortgage,19,permanent,579,2731,1579,0.2470299689694234,1077,0,0
43,owner_no_mortgage,14,permanent,41,1830,2711,0.1870272060398821,1050,0,0
55,owner_no_mortgage,9,permanent,6,4601,1215,0.2107335403209328,529,0,0
28,owner_with_mortgage,5,permanent,558,110,1710,0.4623036798350613,439,5,0
20,owner_no_mortgage,23,permanent,8,3372,1998,0.8061954875481002,13,2,0
50,owner_no_mortgage,24,permanent,37,2381,2168,0.5185789179893435,259,3,0
36,owner_no_mortgage,43,retired,12,1574,2217,0.6620825056658672,1061,8,0
61,rent_private,528,permanent,12,4973,1675,0.3862457359606669,674,6,0
43,owner_no_mortgage,19,permanent,71,3563,13565,0.4099889524273707,1147,1,0
63,owner_with_mortgage,18,retired,518,18149,1912,0.4457896793955681,687,2,0
23,owner_with_mortgage,32,permanent,47,3051,2264,0.3504394952476439,584,0,0
39,rent_social,2,permanent,22,0,1874,0.0022319217435543,1059,6,0
104,rent_social,3,self_employed,28,6451,2907,0.1288407554085549,13475,8,0
31,rent_private,19,self_employed,4,1536,2707,0.4488820519943656,3,2,0
39,living_with_family_other,19,unemployed_other,49,1013,900,0.2765503030189111,636,2,0
39,owner_no_mortgage,300,permanent,173,893,1842,0.3278877773225951,547,5,0
49,rent_social,118,permanent,56,946,3262,0.3805953317090527,360,3,0
104,living_with_family_other,13,temporary_contract,18,4450,3427,0.4229381435224617,217,5,0
30,owner_with_mortgage,30,permanent,414,1372,1814,0.0965571583594376,337,3,0
55,rent_private,496,permanent,3,1546,147,0.4456731289026663,702,2,0
47,owner_with_mortgage,10,temporary_contract,6,4340,2946,0.4004028672879404,8974,2,0
74,rent_private,4,permanent,8,520,1410,0.5067779143831118,420,4,1
52,rent_social,429,permanent,4,8250,2030,0.0432474024525779,1022,5,0
61,living_with_family_other,23,permanent,520,15273,2842,0.1593740499467477,14968,4,0
50,owner_with_mortgage,45,permanent,58,1764,2863,0.5824132649445055,845,5,0
22,rent_social,23,permanent,5,2660,531,1.2427574709558953,915,5,0
54,rent_private,53,permanent,18,19003,1292,0.1219776556017604,766,4,0
58,rent_private,8,permanent,8,4967,2983,0.3669208730488207,484,0,0
30,rent_social,60,permanent,179,2140,569,0.443222931783427,980,4,0
45,living_with_family_other,20,permanent,2,8627,291,0.202126146815708,575,0,0
77,rent_private,490,temporary_contract,44,730,8853,0.367118016567963,434,1,0
31,owner_with_mortgage,7,self_employed,418,2385,923,0.0231991215413902,228,10,0
54,owner_with_mortgage,48,self_employed,10,1562,1608,0.3994539960280203,410,5,0
93,rent_social,36,permanent,54,3444,343,0.3836070593053138,816,4,0
42,owner_with_mortgage,15,retired,51,3421,1603,0.4380121174920167,459,7,0
27,owner_no_mortgage,294,self_employed,23,1720,1738,0.2591370816752887,677,2,0
40,living_with_family_other,305,permanent,64,693,1328,0.1941195655164846,4034,1,0
38,owner_with_mortgage,1,self_employed,12,1936,1425,0.0650640289199769,281,5,0
26,owner_with_mortgage,196,permanent,53,4769,2446,0.2634218833649334,192,7,0
59,rent_private,340,permanent,520,4890,2519,0.2186480291778478,150,3,0
61,rent_private,44,permanent,32,3730,6529,0.1184602440487917,965,5,0
22,owner_no_mortgage,226,permanent,10,3766,355,0.039054019549648,11996,8,0
35,living_with_family_other,11,permanent,6,2335,1545,0.1299877421133199,422,7,0
32,rent_private,10,retired,42,4156,2074,0.0902250302532389,29,8,0
37,owner_no_mortgage,16,self_employed,443,13138,2145,0.4008680111230498,74,49,1
47,rent_private,546,permanent,7,4353,1754,0.4505530117572946,865,5,0
51,owner_with_mortgage,57,permanent,142,1620,1403,0.3799350571427181,11359,8,0
28,living_with_family_other,40,temporary_contract,585,4702,2040,0.1013460147055565,1105,5,0
39,rent_private,23,temporary_contract,24,2544,1472,1.2737540262275453,514,5,0
18,owner_no_mortgage,14,permanent,245,1734,2261,0.1191065291051392,939,5,0
45,rent_private,18,permanent,46,3168,1200,0.1900298600083902,1073,6,0
108,owner_with_mortgage,89,permanent,1,2945,2399,0.6683083157471269,16210,19,0
119,rent_social,3,unemployed_other,184,18649,1999,0.6261293527376497,349,0,0
37,owner_with_mortgage,44,unemployed_other,4,491,3240,0.3059008761008453,8684,4,0
31,owner_with_mortgage,19,self_employed,21,779,361,0.1392461522516917,21,2,0
55,owner_with_mortgage,18,permanent,34,2525,2286,0.2746425133539677,495,2,0
61,rent_private,4,self_employed,476,1310,1809,0.2282896793273868,-4445,2,0
54,owner_with_mortgage,2,temporary_contract,18,2800,1254,0.1976704982220446,796,1,0
64,owner_with_mortgage,49,permanent,436,3113,1919,0.3060811930224136,621,2,0
35,owner_no_mortgage,20,self_employed,504,4099,2919,0.5780718229787882,257,3,0
46,owner_no_mortgage,52,permanent,1,3035,2152,0.4241002535065292,93,2,0
35,rent_social,16,permanent,535,4668,1870,0.3697805624037583,12351,33,0
53,owner_with_mortgage,561,permanent,6,2539,1225,0.3956853262964034,693,5,0
39,owner_no_mortgage,202,self_employed,6,3209,725,0.9512989932620266,13112,0,0
59,rent_social,8,permanent,12,1639,841,0.3259943475084292,512,15,1
43,rent_social,21,permanent,8,3131,3288,0.1954498760479566,354,3,0
34,living_with_family_other,17,permanent,0,3431,1678,0.1429775860346651,368,2,0
25,owner_no_mortgage,593,permanent,51,2725,2025,0.2514968872985416,403,3,0
37,rent_private,9,permanent,47,699,2226,0.0306012293473572,705,6,0
34,rent_private,15,retired,34,2294,1980,0.3448530306418693,1047,2,0
42,owner_no_mortgage,515,permanent,4,14947,1570,0.3311331300531654,268,47,0
22,rent_private,375,temporary_contract,232,1976,1854,0.234754514249965,6525,0,0
39,rent_social,20,permanent,12,52,411,0.6434037703017149,292,1,0
31,rent_private,44,self_employed,8,2897,1613,0.2351555965964488,400,4,0
34,rent_private,9,self_employed,34,4249,1387,0.5443406237026067,1115,1,0
31,owner_no_mortgage,22,permanent,55,1178,2478,0.1213184789960897,273,8,0
80,owner_with_mortgage,138,permanent,21,1951,1490,0.8234865069946853,2172,5,0
56,rent_social,19,permanent,17,1919,1660,0.4135167763153889,73,5,0
49,owner_with_mortgage,357,permanent,3,4476,2302,0.0838053393222476,15824,4,0
45,owner_with_mortgage,27,permanent,535,4606,1216,1.4394872222227448,390,3,0
33,owner_with_mortgage,2,permanent,327,7079,4354,0.618023816875482,562,3,0
37,owner_no_mortgage,127,permanent,19,15695,1883,0.4703907956927605,1042,7,0
47,rent_private,1,permanent,47,7664,2805,0.4174451053676267,57,1,0
55,owner_no_mortgage,19,temporary_contract,20,4281,1422,0.1430240889707969,14714,5,0
28,rent_social,3,permanent,541,3550,1621,0.4488938422618248,740,2,0
27,living_with_family_other,46,temporary_contract,354,3407,1285,0.2347909440528271,56,2,0
52,rent_private,11,permanent,38,4036,354,0.327868118596234,490,5,0
34,rent_social,8,permanent,205,5616,1598,0.3456550591162671,979,4,0
32,rent_social,324,temporary_contract,3,2509,2146,0.0964093335611779,7453,4,0
30,rent_social,44,temporary_contract,16,2311,2016,0.4725907364237389,167,3,0
24,living_with_family_other,279,permanent,0,18823,1308,0.6098101319799187,797,7,0
34,rent_private,56,permanent,22,3465,2466,0.3322205499890819,749,0,0
32,owner_with_mortgage,11,permanent,32,3090,3368,0.4253986896820217,3238,4,0
35,owner_with_mortgage,14,temporary_contract,30,1606,1239,0.5060986208411249,586,4,0
48,rent_private,16,self_employed,20,2679,2104,0.4991596551354019,458,2,0
49,rent_private,138,permanent,278,2494,2590,0.0978763089164672,884,2,0
18,owner_with_mortgage,243,self_employed,1,3267,1662,0.0467768915330088,812,5,0
40,rent_private,21,self_employed,493,2003,2793,0.4308701900989509,728,2,0
51,owner_with_mortgage,6,temporary_contract,8,2597,1734,0.5637374852769275,630,3,1
30,living_with_family_other,13,permanent,7,2212,1544,0.2601602786539532,-2077,3,1
113,owner_no_mortgage,20,permanent,46,3280,2484,0.2549475046796063,581,5,0
54,owner_with_mortgage,10,temporary_contract,37,1825,2070,0.5596616752453888,925,6,0
78,owner_with_mortgage,16,permanent,46,1825,1975,0.516068828397439,536,5,0
29,rent_social,377,permanent,11,2298,2050,0.4880189047685775,50,4,0
64,living_with_family_other,22,permanent,92,2490,2342,0.587989012267493,393,2,0
31,rent_private,419,permanent,43,4554,1798,0.4393585554856449,294,1,0
62,owner_with_mortgage,395,temporary_contract,30,2845,2865,0.4367549090148925,308,2,0
51,owner_with_mortgage,587,permanent,0,1530,1797,0.0198534204469876,921,5,0
28,owner_no_mortgage,9,unemployed_other,43,1979,2122,0.4563405904963312,681,3,0
30,owner_no_mortgage,20,temporary_contract,3,3081,2452,0.0728864387247846,-1474,3,0
22,owner_no_mortgage,28,permanent,295,2631,1513,0.3943261913284052,880,4,0
36,rent_private,94,self_employed,487,3686,1443,0.6217562914033173,57,2,0
