age_years,residential_status,time_at_address_months,employment_status,time_with_employer_months,gross_monthly_income_eur,net_monthly_income_eur,debt_to_income_ratio,disposable_income_eur,num_active_credit_accounts,default
35,living_with_family_other,534,permanent,6,4713,1336,0.3106385442537647,942,6,0
55,rent_private,496,permanent,3,1546,147,0.4456731289026663,702,2,0
28,rent_private,464,permanent,32,2586,2337,0.4139236159453761,718,2,0
31,owner_with_mortgage,12,permanent,15,3869,11205,0.3670764268428127,328,2,0
37,owner_with_mortgage,558,permanent,240,1604,3141,0.485483958759376,27,3,0
43,rent_social,591,permanent,11,2216,2738,0.34218675954558986,851,3,0
30,owner_no_mortgage,51,permanent,3,4346,1581,0.3799014571567717,83,3,0
48,owner_with_mortgage,6,retired,18,4902,1917,0.4416290567987886,8822,5,0
37,owner_no_mortgage,548,permanent,4,2972,1458,1.1129917997986336,5420,4,0
64,owner_no_mortgage,9,permanent,10,1272,2486,0.37364781499087885,501,1,0
44,owner_with_mortgage,570,permanent,17,4178,2465,0.4882247045520719,800,4,0
44,rent_social,54,permanent,26,7016,1628,0.27925695311560245,260,32,0
28,living_with_family_other,12,permanent,18,1227,1669,0.18299678084650725,135,0,0
41,rent_private,20,permanent,552,3441,705,0.40318763019797726,59,6,0
49,living_with_family_other,31,permanent,38,925,10224,0.229263864912366,115,3,0
44,rent_private,4,self_employed,58,2096,784,1.4356859611969912,1095,2,0
22,rent_private,56,permanent,241,3001,1530,0.5743872072484358,186,4,0
57,owner_no_mortgage,25,unemployed_other,8,3239,976,0.18776453800156478,1195,4,0
39,rent_private,20,permanent,2,7537,1675,0.15987621579542474,376,2,0
28,rent_social,48,permanent,1,19822,562,1.0873296637941134,405,3,1
19,owner_with_mortgage,28,permanent,395,1460,2320,0.252722170778393,754,2,0
103,owner_no_mortgage,31,self_employed,297,17539,1859,0.4534627162001283,96,7,0
53,rent_private,563,permanent,375,1647,7492,0.022693564066541615,381,5,0
24,rent_private,16,permanent,43,3520,1562,0.007252161770078435,-683,3,0
57,owner_with_mortgage,6,permanent,14,3319,1227,0.09757000627536355,1015,8,0
26,rent_private,13,temporary_contract,543,1763,1830,0.4167800112049119,1196,0,0
44,living_with_family_other,42,retired,6,1606,2173,0.09485882316808766,800,2,0
34,rent_social,21,unemployed_other,0,2488,112,0.6305639822609279,13126,5,1
31,owner_with_mortgage,33,self_employed,23,2728,1966,0.3590801352410555,907,3,0
40,owner_with_mortgage,3,self_employed,16,2996,667,0.32701623452317213,624,0,0
27,living_with_family_other,178,retired,45,1689,2248,0.5692023536207809,585,5,0
51,rent_private,20,permanent,0,1898,1512,0.30555006616491903,459,8,0
32,owner_with_mortgage,9,permanent,51,2756,667,0.43527794379204554,6099,0,0
58,owner_with_mortgage,222,permanent,11,3014,928,0.13187065963929362,906,49,0
35,owner_with_mortgage,317,self_employed,11,2389,1375,0.419836846165263,964,8,0
43,rent_social,8,temporary_contract,45,2506,1855,0.21183038237167298,1021,7,0
72,living_with_family_other,5,permanent,22,2381,1937,0.3421146251419443,986,2,0
49,living_with_family_other,359,permanent,296,3773,1497,0.2905065738547886,16479,5,0
46,rent_social,306,temporary_contract,7,4887,1307,0.08777444999057575,897,5,0
31,rent_private,12,permanent,6,1991,2520,1.1141384411504895,285,6,0
55,rent_social,250,retired,50,2321,4796,0.3947057861250063,397,2,0
47,owner_with_mortgage,60,permanent,534,2569,1248,0.4352937687356697,17912,6,0
26,living_with_family_other,20,permanent,1,1950,223,0.2543531998244815,13686,1,1
44,owner_with_mortgage,22,temporary_contract,9,1633,1731,0.4390576129457386,679,2,0
56,owner_with_mortgage,297,self_employed,283,2040,2350,0.5873703325431671,671,5,0
26,owner_with_mortgage,51,self_employed,15,2318,1909,0.5090309231722225,446,20,0
43,rent_private,11,permanent,585,4534,3253,0.4207406458683304,-619,4,0
68,rent_social,4,unemployed_other,18,3418,4324,0.4168658619649738,12566,1,0
27,owner_no_mortgage,25,unemployed_other,37,4795,1240,0.043641259931949,843,2,0
26,rent_private,5,permanent,10,2216,1271,0.26191444956326815,789,35,0
33,owner_no_mortgage,6,permanent,43,3261,2215,0.34927283255006253,8292,0,0
26,owner_with_mortgage,20,permanent,9,2897,9901,0.2441986276502341,115,5,0
55,rent_private,35,permanent,50,2351,1204,0.6488132372243984,350,2,0
60,rent_private,442,temporary_contract,19,2979,2139,0.30649566994172306,153,6,0
39,rent_social,462,permanent,238,2763,1567,0.1868393629223235,6208,4,0
59,rent_private,45,temporary_contract,33,2380,443,0.24622860124168275,315,14,0
36,rent_private,551,permanent,2,1580,5708,0.3650752532845753,1047,8,0
54,owner_with_mortgage,495,permanent,545,495,2008,1.4696617043722016,10555,1,0
57,owner_no_mortgage,150,permanent,14,1857,1440,0.20390913956749313,82,5,0
64,rent_private,29,temporary_contract,19,2512,1603,0.026406253199230154,921,1,0
33,owner_no_mortgage,31,temporary_contract,4,2082,869,0.34633433142599535,-1949,16,0
46,owner_with_mortgage,25,permanent,5,3907,1743,0.308229930198856,47,2,0
51,owner_with_mortgage,26,retired,39,3394,2471,0.34945742921804995,31,2,0
40,living_with_family_other,170,permanent,16,2755,2552,0.4210094064266996,669,4,0
58,rent_private,16,temporary_contract,574,1883,1635,0.020275531842739624,17189,3,0
24,rent_private,5,permanent,1,2257,1651,0.6111081424495916,969,8,0
30,rent_private,59,permanent,2,4802,3028,0.017361303033263907,-1865,0,0
55,owner_with_mortgage,8,temporary_contract,33,2892,1537,0.34861434815892023,1115,6,0
55,owner_with_mortgage,321,permanent,33,4431,1203,0.6050003021621015,19144,1,0
62,rent_private,47,permanent,8,1550,1448,0.4262946196838882,4518,4,0
43,owner_with_mortgage,34,permanent,370,1928,933,0.27897907325919735,1157,5,0
50,living_with_family_other,527,permanent,38,4546,3432,0.41380292094370297,58,2,0
47,rent_private,14,permanent,233,12971,2794,0.48952035370401215,-2803,0,0
26,owner_with_mortgage,37,permanent,47,4249,1255,0.14946740634327185,261,29,0
60,owner_with_mortgage,43,permanent,21,725,852,0.8503264495543833,9129,5,0
57,owner_with_mortgage,51,permanent,10,2025,434,0.2851182557980113,1150,4,0
43,rent_private,34,permanent,4,2732,1690,0.1944957941689856,13161,3,0
53,owner_with_mortgage,2,temporary_contract,295,2973,3312,0.25009719031212824,877,3,0
41,living_with_family_other,10,temporary_contract,10,4080,1984,0.4924440795336364,247,5,0
42,rent_social,9,permanent,21,4929,2592,0.4470942911444545,111,4,0
33,owner_with_mortgage,8,permanent,428,2709,1184,0.38003773415647235,113,7,0
26,living_with_family_other,37,permanent,175,1743,2430,0.5491704729134347,86,3,0
48,rent_private,16,self_employed,20,2679,2104,0.49915965513540195,458,2,0
57,owner_with_mortgage,16,permanent,324,2246,1492,0.30139502691566294,7094,3,0
51,living_with_family_other,5,permanent,6,3292,1513,0.34493403669053935,171,5,0
35,rent_private,42,permanent,14,1692,1277,0.5710210430924091,52,5,0
57,owner_with_mortgage,27,permanent,22,6526,2851,0.5972695044598062,8088,3,0
34,owner_no_mortgage,31,permanent,454,3343,2013,0.6002765814147979,336,4,0
59,owner_no_mortgage,2,permanent,2,3538,3265,0.10958203374109486,1141,0,1
41,rent_social,303,permanent,18,3647,2738,1.232312340053773,724,1,0
25,owner_with_mortgage,130,permanent,11,1969,1557,0.32112006797944986,528,3,0
112,rent_private,14,permanent,12,19210,1120,0.033808005143145435,560,5,0
36,owner_no_mortgage,51,permanent,10,2053,2483,0.0965690850650054,7760,5,0
45,owner_with_mortgage,10,permanent,48,1728,1520,0.47773663242773745,94,2,0
42,rent_private,0,permanent,46,2589,1470,0.47120128292537056,672,6,0
118,owner_with_mortgage,551,self_employed,13,1573,2952,0.22314085772601874,1083,3,0
62,owner_with_mortgage,54,unemployed_other,44,2711,888,0.009591788884775986,665,3,0
54,owner_no_mortgage,7,permanent,17,3258,1211,0.5089130017585807,971,0,0
120,owner_with_mortgage,7,permanent,416,2994,3010,0.5178557969943136,2766,1,1
61,owner_no_mortgage,5,permanent,10,2433,1718,0.5822683182720916,-2698,8,1
31,living_with_family_other,8,permanent,14,127,1662,0.3361177249384728,-3026,1,1
62,rent_social,380,permanent,8,191,1060,0.5578735986919285,103,3,1
35,rent_social,8,permanent,29,3120,8761,0.23655282748840767,370,5,0
20,owner_no_mortgage,23,permanent,8,3372,1998,0.8061954875481002,13,2,0
40,rent_social,13,temporary_contract,13,849,2452,0.9236003668007917,-2949,6,1
45,owner_with_mortgage,48,temporary_contract,36,4625,1314,0.516352888573669,687,6,0
48,rent_private,539,self_employed,44,3934,2402,0.30073973361869205,494,7,0
28,rent_private,58,permanent,8,408,1631,0.4920307190422438,327,4,0
19,rent_private,15,permanent,56,3306,1761,0.4373554179973563,5666,3,0
54,rent_private,57,permanent,57,3213,4859,0.5240918797491186,7429,7,0
51,owner_no_mortgage,255,unemployed_other,24,15633,1961,0.3574173612717311,797,40,0
44,rent_social,7,permanent,38,149,796,0.40246082861233673,443,2,0
51,owner_with_mortgage,10,permanent,435,2514,1797,0.21659469569301962,-2687,3,0
36,living_with_family_other,48,permanent,16,1855,1778,0.5687595311324617,374,3,0
55,rent_social,49,permanent,14,76,802,0.3299230082897945,451,3,0
66,rent_private,36,permanent,59,3856,1963,0.21270532425322614,57,4,0
94,rent_private,0,permanent,43,1778,2480,0.3980845074278252,-4751,2,0
30,rent_private,24,permanent,44,4175,3443,0.031131058055489765,945,5,0
33,rent_private,34,retired,12,2064,2448,0.6494380315060098,649,4,0
48,owner_with_mortgage,8,permanent,30,3280,3274,0.37222356117408856,700,2,0
39,rent_private,526,temporary_contract,33,1898,3019,0.5460814361437327,6408,2,0
32,owner_with_mortgage,90,permanent,3,4400,2337,0.4507051208663638,1167,5,0
60,owner_with_mortgage,463,permanent,19,3464,1144,0.26967726201100456,479,2,0
52,living_with_family_other,12,permanent,50,1956,3003,0.2455049805363994,1050,3,0
62,owner_no_mortgage,8,permanent,34,2002,1803,0.21121519213381915,149,4,0
27,rent_private,7,retired,67,4292,1844,0.5759261783753334,1009,3,0
54,rent_social,592,permanent,1,4020,1461,0.2860101301124084,1159,4,0
21,owner_with_mortgage,19,permanent,31,3025,1375,0.41574424080823097,767,5,0
112,rent_social,11,permanent,18,19037,1186,0.3027066807829582,717,42,0
35,owner_no_mortgage,0,unemployed_other,22,3774,1906,0.48082965960428387,688,5,0
22,owner_with_mortgage,54,retired,279,1090,2107,0.4324510828293267,404,2,0
57,rent_private,3,permanent,350,4414,581,0.5474447131549963,291,5,0
60,rent_social,556,permanent,597,4153,2058,0.24076076045794098,8301,2,0
112,rent_social,310,temporary_contract,27,3087,2186,1.3792746643340057,1128,7,0
51,owner_no_mortgage,13,permanent,47,3718,1098,0.408294891597876,471,25,0
42,owner_no_mortgage,4,unemployed_other,1,49,1213,0.4533130601121839,782,5,0
55,rent_private,6,permanent,95,2353,2783,0.43703992806491276,268,5,0
64,owner_with_mortgage,9,permanent,12,4885,3349,0.09059893698393871,497,2,0
25,owner_with_mortgage,51,permanent,45,4417,1280,0.27861658754475366,13566,5,0
47,rent_private,11,self_employed,5,2911,864,0.42483556504231845,14120,2,0
44,owner_with_mortgage,10,permanent,7,16775,13280,0.3721271142934785,803,1,0
35,owner_with_mortgage,44,permanent,55,2183,2008,0.25351354641179513,1096,2,0
40,owner_with_mortgage,21,permanent,6,4766,1820,1.07649700280314,623,5,0
54,owner_with_mortgage,44,permanent,6,3006,1606,0.2835129278630565,377,4,0
45,owner_with_mortgage,24,self_employed,46,2349,2157,1.1684373972461084,968,4,0
53,rent_private,599,permanent,76,19508,1579,0.42477256904011296,1184,3,0
42,rent_social,593,permanent,41,19456,2267,0.41380739392973404,945,8,0
45,owner_with_mortgage,18,self_employed,37,2045,1632,0.2924814914544777,2859,8,0
62,rent_private,131,permanent,34,3390,2913,0.44341849870974487,793,0,0
45,rent_private,30,permanent,15,2118,4419,0.45784993587823236,943,0,0
45,rent_private,325,self_employed,561,4153,1411,0.1948952593467209,6349,2,0
46,owner_no_mortgage,53,self_employed,14,2729,1598,0.205378475305782,553,0,0
61,rent_private,58,retired,423,3808,2558,0.3993114015733832,292,8,0
27,rent_social,553,permanent,12,1861,3274,0.21852261063200368,836,5,0
22,living_with_family_other,18,permanent,19,1846,2421,0.2869309661749969,1021,2,0
85,rent_private,532,permanent,247,2830,1622,0.3873080120374731,945,4,0
18,rent_private,20,permanent,39,2144,1960,0.20409507971774477,1112,3,0
33,rent_private,359,permanent,179,3387,848,0.1262761578662123,562,5,0
30,owner_with_mortgage,52,permanent,394,1796,3324,0.372923632861179,981,3,0
32,owner_no_mortgage,191,permanent,511,2879,1642,0.43558937001470965,772,2,0
29,owner_with_mortgage,22,retired,15,3911,1024,0.577120054633517,234,2,0
35,owner_no_mortgage,31,permanent,7,3913,401,0.37162041079755165,141,6,0
39,rent_private,13,temporary_contract,0,3551,2751,0.23717017005851815,389,2,0
52,owner_with_mortgage,2,permanent,8,1814,1382,0.23782043313891887,964,5,0
22,rent_private,20,self_employed,368,3141,2614,0.571653424973554,591,4,0
60,owner_with_mortgage,60,permanent,401,13010,570,0.32081495962962187,1179,3,0
48,owner_with_mortgage,11,permanent,2,3152,319,0.9410454921485452,7164,21,0
36,owner_with_mortgage,6,permanent,22,1769,1909,0.20708555603697243,5549,8,0
61,owner_no_mortgage,13,permanent,55,3005,2944,0.23191085494678476,137,8,0
30,owner_with_mortgage,13,permanent,193,1822,2113,0.2609298329430274,74,2,0
25,owner_with_mortgage,42,self_employed,14,2755,1787,0.6467667321246688,11904,2,0
25,owner_no_mortgage,206,permanent,462,2121,1433,0.10925951041280314,14569,3,0
59,owner_no_mortgage,13,permanent,183,7507,2180,0.2704889907640085,161,6,0
32,rent_private,110,temporary_contract,1,1800,1278,0.3468158602261282,584,4,0
44,living_with_family_other,368,permanent,12,3633,3264,0.24127564451270353,515,0,0
40,owner_with_mortgage,75,permanent,201,2301,528,0.5397837084206277,11951,3,0
40,owner_with_mortgage,41,self_employed,28,2497,1777,0.25633067617234984,293,3,0
45,living_with_family_other,8,permanent,395,2014,3173,0.2588490524524935,224,2,0
44,owner_with_mortgage,39,self_employed,374,2267,7560,0.3956223432453006,284,5,0
18,owner_no_mortgage,328,permanent,17,2189,1335,0.6963138988576508,828,6,0
48,owner_with_mortgage,155,permanent,15,4143,2133,0.5638425835406309,560,34,0
54,owner_no_mortgage,353,unemployed_other,12,2802,1710,0.19633855958078733,901,2,0
50,owner_no_mortgage,52,temporary_contract,552,3061,1806,0.45358864781697394,-3917,2,0
27,rent_private,91,temporary_contract,5,3334,2720,0.43391074479434566,87,33,0
52,owner_with_mortgage,50,retired,4,1628,1585,0.620811972394558,822,5,0
47,owner_with_mortgage,262,permanent,30,3618,1337,0.3875154730266794,1186,7,0
50,owner_with_mortgage,15,permanent,36,4272,1300,0.3477526156059443,-4968,3,0
42,owner_no_mortgage,247,permanent,21,13,1337,0.22643525485676447,854,6,0
28,owner_with_mortgage,17,permanent,406,706,1344,0.9828339728539373,931,3,0
52,rent_private,11,permanent,14,16734,667,0.0811675151982198,186,2,0
28,owner_no_mortgage,50,permanent,339,3098,2157,0.28264782747720374,507,3,0
64,owner_with_mortgage,24,permanent,448,2922,1517,0.14782342695820078,8175,2,0
51,rent_social,409,temporary_contract,12,3863,303,0.32892108409061954,237,7,0
31,owner_no_mortgage,428,temporary_contract,574,4822,2118,0.3185866663705237,9335,7,0
45,owner_no_mortgage,3,temporary_contract,36,19464,1434,0.08413867573353644,229,5,0
38,owner_with_mortgage,426,retired,39,3012,591,0.24452241038174288,436,4,0
41,owner_with_mortgage,14,retired,3,2143,1470,0.4293607171187783,96,1,0
57,owner_with_mortgage,42,permanent,16,1931,1854,0.49200062614643497,322,2,0
51,rent_private,6,permanent,19,1018,3463,0.36110808144610457,231,3,0
37,rent_private,28,unemployed_other,25,3772,1490,0.24664926910047513,321,7,0
40,owner_with_mortgage,30,temporary_contract,3,3082,266,0.2570421890075276,-3079,5,0
52,rent_private,11,self_employed,53,3070,1254,0.09295551220620299,472,3,0
43,owner_with_mortgage,14,permanent,425,1520,2150,0.5569538924064115,626,1,0
63,owner_with_mortgage,6,temporary_contract,5,18247,3200,0.3619758285924045,835,2,0
46,owner_with_mortgage,10,permanent,20,3383,3485,0.39717820323735953,13771,1,0
44,owner_no_mortgage,5,retired,40,3250,573,0.027840893003955824,7172,42,0
20,owner_with_mortgage,51,permanent,28,16851,7971,0.3690281956168825,323,5,0
44,owner_with_mortgage,10,permanent,516,799,3405,0.29050570695105826,586,2,0
48,rent_social,40,permanent,9,2981,2012,0.02146655807614288,16409,4,0
51,owner_no_mortgage,23,retired,14,302,1240,0.36028034702457784,406,0,0
39,owner_no_mortgage,13,permanent,3,4008,1715,0.2307652725180062,1702,2,0
23,rent_private,13,temporary_contract,26,3015,1656,0.1290079846970002,729,3,0
34,rent_private,17,permanent,201,2593,2015,0.4037346525939103,849,2,0
32,owner_with_mortgage,57,permanent,235,2302,1594,0.4936894510715225,426,4,0
31,owner_with_mortgage,29,temporary_contract,51,4620,1742,0.2458728837979266,391,7,0
43,owner_with_mortgage,326,permanent,423,1514,2680,0.1414370179134288,555,7,0
92,rent_social,59,unemployed_other,10,3891,1247,0.11784549335894236,637,6,0
43,owner_with_mortgage,35,temporary_contract,2,2398,813,0.3829948901764751,1011,2,0
40,owner_no_mortgage,3,permanent,12,4776,746,0.32650157295279364,921,8,0
62,owner_with_mortgage,94,permanent,93,2123,1341,0.32475534573026255,551,4,0
35,owner_no_mortgage,20,permanent,5,2955,3246,0.12941739154949272,145,6,0
36,owner_no_mortgage,548,permanent,36,2376,308,0.31719798007818323,58,3,0
24,rent_private,47,retired,540,17839,1695,0.4352108812914878,716,4,0
45,rent_private,476,self_employed,0,3227,1579,0.2910869384629997,698,6,0
73,rent_private,4,permanent,51,3429,5228,0.44811669007216337,196,7,0
63,living_with_family_other,56,unemployed_other,6,19301,2290,0.03277340609057102,-790,5,0
52,rent_social,421,temporary_contract,239,2119,1787,0.16143056477024392,506,4,0
41,owner_with_mortgage,29,unemployed_other,584,3378,496,0.16236682416423004,19699,7,0
55,rent_private,33,permanent,0,2733,746,0.0045881647500378925,845,4,0
33,owner_with_mortgage,35,permanent,8,2935,1738,0.5251018378341277,708,4,0
53,owner_no_mortgage,7,permanent,221,2568,1587,0.24922894054665273,1047,8,0
43,living_with_family_other,54,retired,47,3818,2806,0.21906308780137207,521,7,0
50,owner_with_mortgage,58,permanent,30,3473,1345,0.41499515785143454,1172,7,0
44,owner_no_mortgage,25,permanent,2,1688,794,0.012839648416391068,853,4,0
49,owner_with_mortgage,355,permanent,3,2715,800,0.4635972008560571,670,2,0
30,owner_with_mortgage,3,permanent,257,2427,1259,1.107349466111176,310,2,0
72,living_with_family_other,11,permanent,16,4596,2726,0.0537665708482512,4860,7,0
26,owner_with_mortgage,53,temporary_contract,48,1778,236,0.34780376519829165,682,4,0
45,owner_with_mortgage,42,permanent,6,4178,2150,0.3053121480980738,907,1,0
22,owner_with_mortgage,19,self_employed,53,15817,2195,0.6944940702712531,4159,6,0
37,rent_social,49,permanent,12,1688,1860,0.15683888727272374,543,6,0
43,rent_private,51,permanent,22,3025,1806,0.33692388823296293,471,4,0
59,owner_with_mortgage,3,retired,2,1724,3387,0.3362351688763251,365,3,0
43,owner_with_mortgage,48,permanent,56,3352,1562,0.4776382118698982,303,4,0
29,rent_private,366,permanent,7,398,2725,0.27121830943037867,997,5,0
61,owner_no_mortgage,532,self_employed,3,2895,161,1.008647417808405,935,5,0
61,rent_private,56,permanent,174,2467,1277,0.15608291923956918,462,5,0
52,owner_with_mortgage,228,permanent,60,635,2390,0.34575502993980856,783,6,0
39,rent_private,32,unemployed_other,11,4165,1041,0.23244031963312517,4548,3,0
86,rent_private,19,permanent,4,7718,1334,0.42604884835807677,739,4,0
54,rent_private,24,permanent,10,1081,2474,0.2999204887487156,140,3,0
34,rent_private,412,temporary_contract,282,2114,2176,0.49776872461637645,682,3,0
32,rent_private,43,permanent,6,2045,2710,0.22291217128851834,509,0,0
28,rent_social,14,permanent,229,2757,2091,0.4456084104273252,119,8,0
28,rent_social,597,permanent,8,4173,2436,0.365702471292057,236,6,0
34,rent_private,53,self_employed,6,2017,2726,0.624888023475978,533,5,0
38,living_with_family_other,9,permanent,3,2092,1755,0.06626337918163827,977,5,0
39,owner_with_mortgage,9,permanent,237,2806,4963,0.3988248513335464,127,3,0
53,owner_with_mortgage,597,permanent,106,2750,1221,0.4383881592373894,315,5,0
41,rent_private,16,permanent,5,1999,11075,0.28918934041771516,301,7,0
50,owner_with_mortgage,6,permanent,3,2162,2096,0.26985374218925606,477,5,0
43,owner_with_mortgage,21,permanent,56,18514,2947,0.36148056447664595,11628,4,0
45,rent_private,3,retired,6,3281,7174,0.4693481612667022,13622,3,0
36,rent_private,16,permanent,8,2846,2606,0.498235512017414,633,44,0
38,owner_no_mortgage,468,self_employed,5,1328,1523,0.2499478448510226,27,0,0
25,owner_no_mortgage,19,permanent,51,4397,607,0.1668205603693307,1149,4,0
61,owner_with_mortgage,31,permanent,12,17204,958,0.14609226789198948,766,0,0
61,owner_with_mortgage,13,self_employed,15,1984,1993,0.1419069191793072,396,5,0
77,rent_private,21,permanent,15,3153,2481,0.2374911504457055,-4017,2,0
119,rent_private,56,self_employed,11,4510,272,0.3681380849375552,781,4,0
34,rent_private,5,permanent,52,2312,2611,0.2716975231819469,1046,3,0
57,rent_private,461,unemployed_other,1,4960,2205,0.2083563938214509,-2273,3,0
19,rent_private,23,retired,481,3224,1795,0.3281009928473928,-1568,5,0
47,owner_no_mortgage,2,permanent,27,3256,1801,0.6414764694953483,781,2,0
22,owner_no_mortgage,28,permanent,295,2631,1513,0.39432619132840524,880,4,0
31,owner_with_mortgage,123,permanent,296,2960,1673,0.3349806016908963,777,0,0
47,owner_with_mortgage,15,permanent,17,3574,2579,0.4455765526100466,821,49,0
33,rent_social,13,permanent,36,3180,1648,0.41088391136403957,735,0,0
36,rent_private,29,self_employed,7,13790,1665,0.8571801572069424,-3804,8,1
18,owner_no_mortgage,16,permanent,294,1799,2341,0.21896042809352703,1074,3,0
44,rent_private,299,temporary_contract,85,4161,1951,0.18452270573854043,330,0,0
45,rent_private,56,permanent,560,3471,476,0.2514619539547842,1078,3,0
28,rent_social,25,temporary_contract,12,2629,13948,0.24166828253588682,1042,2,0
39,rent_private,512,permanent,47,3433,2286,0.35415089071969913,1069,2,0
63,owner_with_mortgage,189,retired,459,4427,3244,0.3320458839551075,3754,2,0
69,owner_no_mortgage,245,permanent,25,18059,2714,0.4595452278106213,1109,8,0
46,owner_with_mortgage,2,permanent,48,12162,1469,0.2187996837519656,962,42,0
50,rent_private,22,self_employed,526,1591,526,0.25010109287962684,1158,0,0
31,owner_with_mortgage,60,temporary_contract,6,3864,2904,0.547688783787408,2331,3,0
37,living_with_family_other,6,self_employed,39,2487,2182,0.43423169060328104,-4659,1,0
59,rent_private,23,permanent,34,694,2661,0.3731098872276661,10173,3,0
28,owner_with_mortgage,402,permanent,20,2224,1299,0.4470001092821595,196,1,0
19,owner_no_mortgage,18,permanent,39,361,1937,0.2785658114592626,13411,0,0
64,owner_with_mortgage,19,temporary_contract,8,2435,1539,0.2093770384617878,488,2,0
60,living_with_family_other,582,permanent,23,363,1438,0.5823525582780973,281,4,0
18,owner_with_mortgage,329,permanent,9,2281,1978,0.6367453731488234,1092,15,0
37,rent_social,6,permanent,9,1438,2011,0.18910962649809113,424,2,0
35,living_with_family_other,8,self_employed,6,4203,3500,0.23609253413960257,3115,2,0
45,rent_private,31,permanent,537,1854,3405,0.3010073274757102,17332,4,0
25,rent_social,19,temporary_contract,276,1928,2131,0.4481317425527029,1061,7,0
45,living_with_family_other,30,unemployed_other,434,2599,9632,0.33287911815166316,681,0,0
60,owner_no_mortgage,494,permanent,1,465,1820,1.470406443774743,948,2,0
54,rent_private,294,permanent,14,3418,2249,0.4934039484293914,796,6,0
51,rent_private,32,permanent,15,3540,703,0.34038859816181777,698,4,0
53,owner_no_mortgage,7,self_employed,18,1622,1711,0.34656232881817944,18856,4,0
39,rent_private,9,self_employed,290,2895,695,0.5246771766698588,402,1,0
24,owner_no_mortgage,414,self_employed,83,4510,10709,0.22687745253931696,17965,2,0
47,owner_no_mortgage,13,self_employed,555,4047,563,0.08684404968430023,-2788,5,0
42,rent_social,508,permanent,139,5813,1649,0.3678829602624249,640,2,0
20,rent_private,4,permanent,0,10232,1243,0.4157792038272974,1076,8,0
29,owner_with_mortgage,14,retired,15,2931,7041,0.5383254486360768,1144,7,1
38,living_with_family_other,54,permanent,4,2217,3052,0.40600148136134845,9888,5,0
39,living_with_family_other,20,permanent,365,4826,1393,0.36799820799671507,623,2,0
41,owner_no_mortgage,17,permanent,25,2335,1284,0.3373460388958457,258,3,0
38,rent_private,20,retired,22,1676,3366,0.2867530418975857,169,6,0
21,rent_private,31,permanent,200,3474,1337,0.08704604293521995,583,3,0
94,owner_no_mortgage,16,retired,5,3144,1566,0.3669404773059274,599,6,0
60,rent_social,46,permanent,7,2627,2229,0.3595654967440426,1043,7,0
23,owner_with_mortgage,23,retired,18,1902,13034,0.36731672293694045,16808,5,0
63,rent_private,21,permanent,506,3107,463,1.3089991503713128,-3655,21,0
34,owner_with_mortgage,7,permanent,2,1513,2971,0.3348990775630342,819,2,1
64,owner_with_mortgage,18,permanent,281,3610,1307,0.5601968413229642,2799,2,0
60,living_with_family_other,536,permanent,21,63,459,0.615990113682097,541,3,0
27,owner_with_mortgage,556,permanent,4,8934,1530,0.405069244680587,663,0,0
42,owner_with_mortgage,21,permanent,27,2441,1393,0.37410881233509014,19630,3,0
38,rent_private,19,self_employed,17,10196,2324,0.033501798617958295,969,6,0
26,owner_with_mortgage,45,permanent,253,2670,1242,0.08157895356911413,1016,4,0
24,rent_social,48,retired,19,2345,615,0.4652785781906553,554,3,0
34,rent_private,3,permanent,526,3094,1335,0.2559871900879358,348,3,0
39,owner_with_mortgage,0,temporary_contract,30,67,957,0.16916673883969907,585,4,0
60,owner_with_mortgage,14,permanent,10,118,1333,0.5723018572741922,507,6,0
48,owner_with_mortgage,33,retired,90,3014,2173,0.6082397540340615,966,6,0
24,owner_no_mortgage,528,permanent,472,3086,2288,0.046943128335600944,7208,47,0
51,rent_private,8,permanent,6,3213,3328,0.6410408379381274,923,34,0
34,rent_private,4,self_employed,20,12052,1496,0.17846861611626522,124,3,0
51,rent_private,307,permanent,11,1852,2405,0.0554814144490616,649,3,0
44,rent_private,15,permanent,24,2479,1433,1.312410666457033,494,0,0
48,owner_no_mortgage,116,permanent,6,7235,1095,0.11524070149866615,-738,5,0
54,owner_with_mortgage,77,permanent,13,2026,2885,0.23168651237436794,555,0,0
55,owner_with_mortgage,53,temporary_contract,0,2468,9810,0.14895500656020813,13147,3,0
19,rent_private,597,retired,17,3330,1628,0.5135989827784515,627,7,0
43,rent_private,535,permanent,19,4445,2289,0.6800912490117648,699,6,0
96,owner_with_mortgage,50,permanent,2,1903,781,0.3660430442154831,18432,1,0
55,owner_with_mortgage,220,unemployed_other,49,2555,2879,0.47436788792252027,367,7,0
52,rent_private,84,permanent,441,3915,1561,0.24621887417995875,122,6,0
33,rent_social,0,permanent,10,19310,1694,0.44359935452372473,149,7,0
62,rent_social,3,permanent,6,1857,1716,0.2748599722907794,855,2,0
40,rent_private,14,permanent,8,4067,3063,0.36845144566939275,1100,0,0
58,rent_private,11,temporary_contract,41,1854,2283,0.04159111641600348,248,3,0
34,rent_private,18,temporary_contract,303,2800,1085,0.04687097220592233,814,0,0
47,owner_with_mortgage,376,permanent,13,2162,1409,0.35464654312932903,567,2,0
68,owner_no_mortgage,47,permanent,17,2279,3183,0.21566210136862188,1119,2,0
38,rent_private,11,permanent,18,2721,2475,0.32159290619914915,115,5,0
