age_years,residential_status,time_at_address_months,employment_status,time_with_employer_months,gross_monthly_income_eur,net_monthly_income_eur,debt_to_income_ratio,disposable_income_eur,num_active_credit_accounts,total_outstanding_balance_eur,credit_utilisation_ratio,num_unsecured_loans,num_accounts_30dpd_last12m,max_delinquency_last12m,months_since_last_delinquency,worst_ever_delinquency,credit_history_length_months,num_credit_enquiries_last6m,adverse_events_flag,default
38,living_with_family_other,16,permanent,45,4994,1866,0.5822661984295445,555,2,6205,0.62841174213513,3,0,current,240,none,15,0,no,0
48,owner_with_mortgage,383,temporary_contract,332,3464,1719,0.8383418133931065,894,2,4616,0.6160211105501913,0,1,current,2,none,334,2,no,0
40,owner_with_mortgage,10,permanent,242,2332,697,0.4058182785791541,1139,2,704,0.4909279362579921,1,0,30dpd,240,30dpd,78,0,yes,0
59,owner_with_mortgage,7,permanent,128,4405,1071,0.6333864359772587,426,3,14604,0.655893577136618,1,0,90dpd_plus,240,90dpd_plus,10,1,no,1
52,owner_no_mortgage,41,retired,12,4066,2045,0.481922262490475,1035,1,6042,0.0289421696171384,2,0,current,240,none,57,1,no,0
49,owner_with_mortgage,340,permanent,6,256,915,0.1393169415522485,7254,0,8700,0.7314108003486253,2,1,current,240,30dpd,79,0,no,0
43,rent_private,14,permanent,2,2517,211,0.6111729734760645,168,7,6821,0.836836406916796,15,0,60dpd,22,30dpd,112,0,no,0
45,owner_with_mortgage,2,permanent,27,834,1695,0.4308583174977657,1007,5,763,0.13116811315944188,0,1,current,240,none,50,0,no,0
39,rent_private,15,permanent,259,3054,9307,1.4947042613901955,-1174,2,182631,0.35579196184162054,1,0,90dpd_plus,19,none,86,3,no,0
106,owner_no_mortgage,324,temporary_contract,16,1424,1614,0.1180397065922897,1099,5,141655,0.17047494312679864,1,0,current,240,90dpd_plus,12,0,no,0
39,owner_with_mortgage,384,temporary_contract,51,2398,2561,0.10430247604857489,596,0,43,0.33220132136606817,2,0,current,240,none,8,0,no,0
53,owner_no_mortgage,155,permanent,523,1507,2312,0.9526543759961714,318,7,8687,0.07406534688120803,1,0,current,4,none,501,2,no,0
35,rent_private,78,unemployed_other,486,4469,1414,0.43875907226199506,841,8,16005,0.6285803743600573,2,0,current,240,60dpd,3,0,no,0
40,rent_private,146,permanent,456,3307,2143,0.6342289547922813,12288,2,2450,0.287209991241801,2,0,current,2,none,47,0,no,0
30,owner_no_mortgage,31,permanent,1,3042,915,0.23008354982325907,848,50,8687,0.1862984746820576,1,0,current,240,none,63,1,no,0
56,owner_no_mortgage,152,permanent,41,780,1584,0.40744121063122274,298,2,2331,0.9950374154909281,3,0,current,23,30dpd,90,20,no,0
39,rent_private,7,temporary_contract,20,2621,2475,0.28657519846968216,13769,5,3767,0.4367029337295479,1,0,current,4,none,98,2,no,0
23,owner_no_mortgage,24,permanent,38,3655,462,0.37678053430629843,-3697,2,13878,0.4745507040838082,2,0,current,240,none,59,0,no,0
54,rent_private,49,permanent,22,2149,1359,0.2659754826937391,191,4,8887,0.13021819048152725,1,1,current,240,none,84,2,no,0
47,owner_with_mortgage,43,self_employed,49,1532,2064,0.3244973592545737,290,4,11074,0.3136996845195449,2,0,current,240,60dpd,62,1,no,0
26,owner_with_mortgage,391,permanent,22,3799,2461,0.14384539987044032,400,3,1328,0.08684291048420076,3,0,current,35,none,34,0,no,0
46,owner_with_mortgage,118,permanent,349,2084,1522,0.21471284263154253,444,5,1666,0.6655278124465079,2,1,60dpd,240,none,34,1,no,0
59,rent_private,21,permanent,15,4670,1310,0.09862870599569859,327,7,55180,0.2607071557029959,1,0,current,3,90dpd_plus,561,3,yes,0
30,rent_social,44,permanent,46,1597,2159,0.07300078642465514,238,3,94,0.560342751024094,1,0,current,240,30dpd,67,0,yes,0
81,owner_no_mortgage,252,temporary_contract,23,3156,1292,0.6132988445606179,1094,2,3654,1.0826933445446913,1,0,current,240,none,103,0,no,0
54,owner_with_mortgage,1,permanent,502,3191,2282,0.47379224969035505,656,4,1150,0.23519771242491064,3,2,current,7,none,96,2,no,0
114,living_with_family_other,20,temporary_contract,16,3037,2414,0.21755306694325235,319,2,197027,0.3473107480782399,0,1,current,240,90dpd_plus,48,14,yes,1
41,rent_social,30,permanent,13,2965,2221,0.4237436145290737,9077,44,1156,0.32859013176037555,1,0,current,240,none,63,0,no,0
45,owner_with_mortgage,118,retired,11,2886,1809,0.284838098499369,317,7,5904,0.20584138968480103,16,0,current,7,none,55,1,no,0
31,owner_no_mortgage,21,permanent,50,3375,1729,0.19859573556361151,531,4,2071,0.007640868147563839,3,0,current,240,none,73,1,no,0
31,rent_private,50,permanent,3,2490,3165,0.6015711287772751,5716,0,6920,0.5127128667156279,2,1,current,18,60dpd,105,0,no,0
28,rent_social,7,permanent,300,3654,1232,0.41694714713530967,710,3,3304,0.3860421884934244,0,0,current,10,30dpd,70,0,yes,0
34,rent_private,4,permanent,600,1353,1391,0.434866139290952,654,25,194226,0.16500286151675417,1,0,current,240,none,27,0,no,0
53,rent_social,51,self_employed,27,1587,1267,0.5793271994930641,9153,3,12156,0.07562930533788786,2,0,current,4,none,81,0,no,0
27,rent_social,10,permanent,20,1693,1311,0.06610143510657819,17351,2,17396,0.21948392405957748,3,0,current,2,none,13,12,no,0
58,owner_with_mortgage,41,temporary_contract,42,142,2487,0.28084427138748014,-3370,4,6599,0.05769367520622645,1,0,current,240,none,110,0,no,0
46,living_with_family_other,44,permanent,20,3893,1630,0.5436259063912317,-4441,0,6310,0.37802911989472454,1,0,90dpd_plus,240,60dpd,47,0,no,0
29,rent_private,22,permanent,12,3713,581,0.6313914730559892,893,5,21916,0.5643446976582372,0,0,30dpd,192,none,74,1,no,0
43,living_with_family_other,145,permanent,421,7173,3148,0.47855432981178603,468,5,5089,0.229023895912105,1,2,30dpd,240,none,124,0,no,0
23,rent_social,407,permanent,13,11572,3248,0.22970732456354426,-4442,8,9359,0.6591124953532735,1,2,current,240,90dpd_plus,2,2,no,0
53,owner_with_mortgage,38,temporary_contract,12,2398,2431,0.14270156656989133,11799,3,2428,0.6483531438037239,1,0,current,240,90dpd_plus,34,0,no,0
54,rent_private,276,permanent,32,1732,2881,0.43093467251112033,1180,4,8748,0.8206787441535905,0,0,current,1,none,62,0,no,0
47,rent_private,5,temporary_contract,0,1532,2321,0.20652153003757506,157,8,9888,0.286196143890579,1,0,current,22,30dpd,288,1,no,0
47,owner_with_mortgage,53,retired,586,1785,1765,0.29142694483357,621,5,3571,0.2676498768860927,1,0,30dpd,11,none,31,0,no,0
64,rent_social,14,self_employed,22,18868,1914,1.2627082309945528,50,35,17091,0.03324378070315903,0,2,current,0,none,18,1,no,0
40,owner_with_mortgage,57,permanent,265,2257,1273,0.31454708557008476,-4437,0,56058,0.15576826575693636,12,0,30dpd,240,30dpd,112,0,yes,0
18,rent_private,5,permanent,12,2914,346,0.6032341967189374,190,5,17804,0.11394485693154345,1,3,current,2,none,23,1,no,0
46,rent_social,16,permanent,2,3185,3360,0.6426945483394763,-4960,7,19,0.7195942892678612,2,0,current,240,none,31,3,no,0
35,rent_social,47,permanent,8,3836,1023,1.2192808456031257,37,3,120697,0.26530802623619026,1,0,current,240,none,180,3,no,0
94,rent_social,499,permanent,13,3943,2447,0.3040362011558365,5007,3,191978,0.3981696999318962,1,1,current,240,90dpd_plus,59,1,no,0
43,owner_with_mortgage,458,self_employed,21,2558,1283,1.3433137380414317,946,5,7032,0.3277436722974962,2,0,current,6,none,36,0,no,0
52,owner_with_mortgage,27,permanent,28,2902,1890,0.37120781227374083,326,3,4746,0.41422745546644335,2,0,60dpd,240,90dpd_plus,95,0,no,0
33,owner_with_mortgage,57,permanent,54,3672,713,0.4987615065986072,993,5,5539,0.6709428313082622,1,0,current,23,none,52,0,no,0
48,owner_with_mortgage,194,permanent,12,1302,2061,0.3483475230523637,75,0,43,1.3213372397984129,3,0,current,240,none,20,0,yes,0
95,owner_with_mortgage,44,permanent,38,1957,2492,0.3619919067549251,595,3,4872,0.6728223354647911,0,0,current,240,none,80,0,no,0
51,owner_with_mortgage,19,permanent,6,567,3126,0.3976449325082322,186,4,2722,0.11386222350876897,1,1,current,240,30dpd,246,1,no,0
39,rent_social,9,retired,199,2914,1873,0.33361629101631,316,4,1061,0.48319241021759124,1,0,current,240,30dpd,29,4,no,0
25,owner_with_mortgage,103,permanent,5,482,1734,1.2512017519178742,742,8,77,0.139300779148448,1,0,current,240,none,113,0,no,0
58,rent_private,59,permanent,53,4021,2197,0.3148011488618253,-517,4,1134,0.004781427100703106,10,0,90dpd_plus,240,30dpd,55,2,no,0
51,owner_with_mortgage,18,permanent,168,4770,2948,1.3176343588940465,372,2,19970,1.035523909470072,0,2,current,240,none,91,15,no,0
50,owner_no_mortgage,21,permanent,523,1746,10506,1.4323689127316843,-1390,3,2514,0.05480046380894758,1,0,current,240,60dpd,45,3,no,0
71,owner_with_mortgage,50,permanent,8,2568,1228,0.6214184135379228,1014,3,9253,0.07002082939965179,1,0,current,240,none,3,0,no,0
61,living_with_family_other,23,permanent,520,15273,2842,0.15937404994674778,14968,4,3716,0.620631619315519,1,2,current,8,none,15,0,no,0
56,owner_with_mortgage,17,retired,56,6157,1552,0.4767049799716757,111,2,90762,0.5929090381632066,2,0,current,240,90dpd_plus,14,1,no,0
59,owner_with_mortgage,4,permanent,33,4538,17,0.2595627795502651,2766,2,7389,0.26436678971709904,1,1,current,240,none,22,0,no,0
29,rent_private,6,permanent,14,1886,3283,0.5334856447667916,686,4,5590,0.7843070106357264,1,2,current,240,60dpd,78,1,no,0
39,owner_with_mortgage,580,permanent,4,1423,2417,0.3600496630124412,116,4,2396,0.5774641005765673,3,0,current,240,none,38,0,no,0
47,owner_no_mortgage,47,permanent,10,4099,3193,0.41148390188450235,952,6,12699,0.45799732786616926,2,1,current,240,none,52,2,yes,0
43,owner_with_mortgage,19,permanent,14,17117,3206,0.06829331295973977,972,5,5379,0.006923516390740846,0,0,current,240,none,76,0,no,0
40,owner_with_mortgage,132,permanent,52,1110,1274,0.3279071213139089,1131,6,4099,1.4178748774675496,1,4,current,7,none,37,3,no,0
42,owner_with_mortgage,429,temporary_contract,59,4136,3103,0.25770610122735726,329,6,4383,0.4372671063100153,0,0,current,240,none,38,1,no,0
63,owner_with_mortgage,35,temporary_contract,1,1588,2710,0.5532523813830247,124,4,6754,0.4209875258567549,3,1,current,240,60dpd,88,2,yes,0
61,rent_social,1,permanent,53,1803,1599,0.2981798023560823,172,3,5278,0.22751633120869502,2,0,current,240,90dpd_plus,33,0,no,0
43,rent_private,47,self_employed,58,2006,2903,0.6152720791275944,459,6,68723,0.4424426183371439,2,0,current,240,none,594,0,no,0
57,owner_no_mortgage,377,unemployed_other,26,4977,2041,1.1489611778137772,1027,8,148055,0.5031469342792818,1,1,30dpd,240,90dpd_plus,117,2,no,0
64,owner_with_mortgage,23,permanent,53,2666,2180,0.3358311232333985,630,1,14936,0.32230348519085966,1,0,current,2,90dpd_plus,1,1,no,0
39,owner_with_mortgage,32,permanent,15,13659,3450,0.4920110020870877,1015,2,2094,0.4245711523426212,16,0,current,5,none,329,0,yes,0
19,rent_social,504,self_employed,59,8932,3061,0.413043855488964,849,5,2453,0.3063710704309573,1,0,current,0,none,28,0,no,0
29,owner_no_mortgage,6,permanent,34,499,1513,0.0073476842680252116,648,2,18822,0.17036479151509584,2,0,current,8,none,314,0,no,0
63,owner_no_mortgage,358,temporary_contract,444,1839,2808,0.565581008227997,118,7,1012,0.1689587368760124,1,0,current,6,none,92,2,no,0
59,rent_private,65,temporary_contract,8,1244,11214,0.14358879856865553,11319,3,13511,0.47252796316818024,2,1,current,240,30dpd,436,0,no,0
32,owner_with_mortgage,37,permanent,7,4202,1384,0.39585881959932645,412,3,2558,0.7894119636015096,3,0,current,232,30dpd,67,0,no,0
44,rent_social,4,permanent,13,3076,1454,0.36633270714261373,147,3,2481,0.02556122101643179,18,0,30dpd,240,30dpd,10,0,no,0
48,rent_private,47,permanent,580,16556,605,1.4465105855502474,911,2,4543,0.05106060357253303,2,0,current,240,none,56,0,no,0
32,rent_private,18,permanent,546,3972,3173,0.0625789749884819,469,2,1606,0.43511779139777274,2,0,30dpd,20,none,152,0,no,0
32,rent_social,144,retired,46,2465,229,0.49490040739199315,1120,1,962,0.03140707698272642,1,0,current,16,90dpd_plus,52,1,no,0
50,rent_social,509,permanent,6,3155,2372,0.4353149129295648,1086,5,5891,0.3278284559022959,0,0,current,240,60dpd,95,19,no,0
28,owner_no_mortgage,385,permanent,21,2515,1079,0.30691762432440284,476,6,2261,0.25331649194685635,2,0,current,240,60dpd,68,0,no,0
36,rent_private,58,temporary_contract,13,2989,1385,0.26385667867506574,15578,2,9144,0.7088172676102484,2,0,current,240,none,6,1,no,0
43,owner_with_mortgage,476,permanent,15,1853,1165,0.2231742530820243,891,7,198528,0.4549836929340857,1,0,current,107,none,54,0,no,0
64,owner_with_mortgage,5,permanent,283,1645,8,0.25401499183095,734,5,967,0.4858081758146312,1,0,current,120,none,45,2,no,0
29,rent_private,402,permanent,583,2052,1603,0.24767613030837424,437,8,2951,0.5857651531149466,0,0,30dpd,6,60dpd,20,0,no,0
56,owner_with_mortgage,10,temporary_contract,6,2149,3161,0.3609281260786161,11585,3,365,0.032621389152157086,1,0,30dpd,1,90dpd_plus,78,1,no,0
25,rent_private,43,permanent,7,4316,7469,0.45793766956108345,791,40,5115,0.1827817748219333,1,0,30dpd,240,none,81,1,no,0
23,owner_with_mortgage,14,self_employed,34,3397,1681,0.2867364130253977,334,4,1081,0.8155178184054079,3,1,60dpd,14,90dpd_plus,45,1,yes,0
100,owner_no_mortgage,54,permanent,6,10433,1336,0.31264089161724934,1086,12,922,0.3643177460832753,1,0,current,240,90dpd_plus,84,2,yes,0
58,rent_private,40,self_employed,40,2033,9820,0.44857672046789787,215,2,3169,0.15295904303179064,1,0,current,14,90dpd_plus,120,0,yes,0
45,living_with_family_other,33,permanent,10,1907,2055,0.4590056586775496,516,8,13707,0.22767000544945656,2,0,current,240,90dpd_plus,77,0,no,0
43,rent_private,27,temporary_contract,44,2038,1780,1.2727622166648036,71,4,136,1.3564164464260227,1,0,current,240,none,510,0,no,0
33,owner_with_mortgage,9,permanent,21,1952,3384,0.5296212793505067,981,0,7502,1.0634180646968434,0,0,current,240,none,409,0,no,0
28,owner_with_mortgage,591,self_employed,43,1631,1384,0.6363490520948512,1140,5,1547,0.7531421881101642,2,0,30dpd,240,none,61,3,no,0
110,rent_private,8,permanent,33,2646,646,0.3957649941201983,532,3,6070,0.036318635990736765,2,0,current,240,none,49,3,no,0
35,owner_no_mortgage,105,permanent,433,1535,12166,0.41656875377824376,290,1,14148,0.7747027974738554,2,0,current,240,none,19,1,no,0
29,owner_with_mortgage,33,permanent,30,1715,817,0.46401913302820263,1038,3,9094,0.4465208246360761,14,0,60dpd,24,none,219,2,no,0
49,rent_social,105,permanent,6,3068,2150,0.3083960812624059,632,0,7768,0.1459522391262887,1,0,current,240,30dpd,115,0,no,0
31,owner_with_mortgage,21,permanent,14,3668,1840,0.2543290749635672,145,3,4369,0.3929062945551921,2,0,current,15,90dpd_plus,83,2,yes,0
36,owner_with_mortgage,28,temporary_contract,19,16032,1432,0.5799004701131438,390,4,13374,0.4453622216046277,2,0,current,164,60dpd,11,0,no,0
76,owner_with_mortgage,13,self_employed,46,2777,1372,0.0378435563380824,908,8,8716,0.6034342616628132,3,0,current,1,none,44,1,no,0
32,rent_private,452,permanent,260,4134,1717,0.3049821238293275,491,0,6111,0.3504642860413859,3,0,current,240,none,315,0,no,0
35,rent_social,20,permanent,15,16695,2461,0.5822839354714706,156,2,159316,0.25797848155155334,1,0,30dpd,187,none,94,1,no,0
95,living_with_family_other,13,retired,51,3887,2290,0.42768510434873014,879,1,276,0.559442170232215,4,9,current,240,90dpd_plus,94,0,no,0
65,owner_no_mortgage,83,permanent,9,4605,1561,0.5545367226084246,-4416,2,5534,0.39427524763714744,1,0,60dpd,3,none,2,2,no,0
52,owner_with_mortgage,51,temporary_contract,12,348,2489,0.3393058307351774,954,2,1696,0.05631123872846557,0,1,current,17,none,84,10,no,0
49,owner_no_mortgage,121,permanent,6,2603,2986,1.4218015165548215,6,2,14187,0.022348458673412817,3,0,current,240,30dpd,3,1,no,0
37,owner_with_mortgage,2,temporary_contract,593,2603,2192,0.4532637288095598,842,0,3433,0.6221350460800086,0,0,current,23,none,590,0,no,0
44,rent_private,452,permanent,20,3160,2714,0.5658025811947549,1105,5,1504,0.12052446707848846,17,2,30dpd,240,90dpd_plus,78,1,yes,1
36,owner_with_mortgage,27,permanent,320,1834,259,0.5405958603973098,607,5,1833,0.03696768753868644,1,1,current,240,none,55,1,no,0
25,rent_private,470,permanent,192,1522,13147,0.5501284607351917,1567,3,3866,0.8827513442482562,1,1,current,240,30dpd,419,0,no,0
64,owner_with_mortgage,36,self_employed,139,2891,2995,0.2925916492479446,732,15,7627,0.25240016650689945,2,0,current,240,none,44,3,no,0
32,living_with_family_other,15,temporary_contract,9,3729,712,0.5170859693756367,693,5,3681,0.5803924654555405,1,0,current,6,30dpd,14,3,yes,0
48,owner_with_mortgage,517,permanent,16,16735,1743,0.3443588427454817,895,8,7933,0.11320111629363977,2,0,30dpd,11,none,466,1,no,0
64,rent_social,191,retired,21,1799,1752,0.005241966369582695,555,0,133041,0.09708575120936566,3,0,current,240,none,50,2,no,0
28,owner_with_mortgage,423,permanent,248,3135,2580,0.0035982136668182506,315,6,3556,0.3067428269320769,1,0,current,240,none,107,3,no,0
63,owner_with_mortgage,182,retired,39,3343,1980,0.23255978545863398,1062,5,16783,0.14674171678590017,2,0,current,82,none,65,0,no,0
35,living_with_family_other,597,self_employed,31,3754,1280,0.45664015896375043,225,1,1926,0.39528815202230094,3,1,current,240,30dpd,77,1,no,0
56,rent_private,22,permanent,64,2512,1653,0.3317267350525732,1039,6,12998,0.4069444292040631,0,0,current,240,none,169,0,no,0
53,owner_no_mortgage,56,permanent,38,3403,3454,0.5579973437111515,156,4,2,0.38324886549450843,1,0,current,10,none,249,20,no,0
39,owner_no_mortgage,7,temporary_contract,17,41,1567,0.5598763616623166,18449,7,2252,0.19819341993651582,2,0,current,240,none,72,1,no,0
38,owner_with_mortgage,14,permanent,159,2683,2192,0.33555040147288084,4711,7,1957,0.3295478562163001,1,1,current,240,none,8,0,no,0
57,owner_no_mortgage,422,temporary_contract,52,3990,1645,0.4411172553748635,1870,0,16386,0.24595016516601234,1,2,current,240,none,327,1,no,0
61,owner_with_mortgage,1,permanent,511,18466,1409,0.06110732095425093,5017,5,608,0.7527855026666189,1,0,current,10,30dpd,91,2,no,0
55,owner_no_mortgage,3,permanent,280,3256,1627,0.4752673241054724,204,1,13913,0.7557839106846538,1,0,current,240,none,9,0,no,0
41,owner_no_mortgage,476,permanent,3,322,2460,0.3476175476822053,777,5,685,0.7614665722736023,1,0,30dpd,240,none,39,0,no,0
50,owner_with_mortgage,19,temporary_contract,541,862,1218,0.3728724695077535,674,3,6264,0.615920908712772,0,1,30dpd,240,90dpd_plus,442,2,no,0
20,rent_social,418,permanent,50,2454,929,0.6167754356012952,214,6,9565,0.35456138690317696,1,1,current,0,none,30,1,no,0
41,rent_private,54,self_employed,273,3455,2489,0.32956706496863675,1072,33,7226,0.04395017886212404,0,0,current,240,30dpd,26,1,no,0
43,owner_with_mortgage,10,self_employed,128,2097,2912,0.06281129354757531,81,5,5177,0.029816536374595335,1,1,current,240,none,513,2,no,0
39,owner_with_mortgage,17,temporary_contract,9,3319,1845,0.45311065376207565,411,5,19285,0.34352291222902365,0,0,current,8,none,21,3,yes,1
64,rent_private,1,retired,29,672,1685,0.4953578794023785,11025,2,9713,1.1783119993924314,0,0,current,22,90dpd_plus,3,1,no,1
64,living_with_family_other,54,permanent,121,1641,2727,0.24432057111205344,33,4,9379,1.1665584997153904,1,0,current,240,none,293,2,no,0
29,living_with_family_other,593,unemployed_other,138,3301,2193,0.2907790928112668,492,17,10174,0.08169353273649216,20,0,current,23,30dpd,21,2,no,0
26,rent_social,206,permanent,9,3492,1603,0.4084754763300896,426,0,9176,0.3598116955863685,3,0,60dpd,9,30dpd,72,1,no,0
63,owner_no_mortgage,13,retired,0,3282,2227,0.3140889712869535,769,7,17625,0.5482645900411395,2,0,30dpd,12,90dpd_plus,8,0,no,0
52,owner_with_mortgage,57,temporary_contract,44,4302,2919,0.1528403299745842,323,1,1302,0.2275456665199104,0,1,30dpd,4,none,115,0,no,0
18,owner_no_mortgage,5,permanent,531,4654,2230,0.4264919251346423,-4477,3,1301,0.0366729246929633,1,0,current,240,30dpd,110,2,no,0
45,owner_no_mortgage,473,temporary_contract,138,3174,3084,0.3214957840412026,-1656,7,41535,0.06798077887982251,1,0,current,240,none,104,0,no,0
39,living_with_family_other,582,permanent,5,2823,1692,0.11082876920550983,19741,4,2048,0.65556815775266,2,0,current,240,90dpd_plus,414,1,no,0
22,rent_private,42,permanent,264,2050,14301,0.23044241621521538,-1794,0,9162,0.056448850517662325,3,1,90dpd_plus,240,none,64,0,no,0
24,rent_private,175,temporary_contract,1,2547,1645,0.043158401877116274,11775,5,11721,0.029932189633529036,1,0,30dpd,240,90dpd_plus,119,17,yes,0
21,rent_private,11,permanent,236,2888,7433,0.342233693321205,2255,3,4191,0.2809791305793884,2,0,current,7,none,155,0,no,0
35,rent_private,11,retired,453,2744,2119,0.2673871136028411,2666,6,1246,0.004598958395149743,2,1,current,240,none,251,1,no,0
32,owner_with_mortgage,5,permanent,15,858,3402,0.5952221694270298,232,25,8256,0.2550971935170598,3,0,current,240,none,8,0,no,0
29,owner_with_mortgage,28,self_employed,0,2397,2031,0.3464900033945508,989,1,16084,0.1324669232388589,2,0,current,21,60dpd,98,13,no,0
26,rent_private,32,permanent,561,4619,2249,0.4619772612757462,732,7,4295,0.8731767850374776,1,0,current,11,30dpd,104,2,no,0
24,owner_no_mortgage,19,permanent,10,4729,3367,0.22876537925436768,-3637,4,2439,0.8475770920601302,0,0,current,240,60dpd,17,1,no,0
26,rent_private,43,temporary_contract,192,4190,1238,0.1656725953524491,469,2,16710,0.6298245103279659,3,1,current,195,none,59,0,yes,0
54,rent_private,31,self_employed,292,2314,14253,0.4021951029199218,392,3,3757,1.4292555668973999,1,1,current,240,none,1,0,no,0
32,rent_private,3,permanent,5,1605,2130,0.31138329999017333,921,2,1543,0.4991426000396082,1,0,current,6,30dpd,47,0,no,0
26,owner_with_mortgage,16,permanent,16,1833,1979,0.478857076884052,564,2,7707,0.49150072291049174,3,0,60dpd,240,30dpd,558,3,no,0
44,rent_social,10,permanent,22,1802,2200,0.6192790212798522,-1290,3,5484,0.5049761987925123,1,0,current,236,60dpd,1,0,no,0
37,owner_with_mortgage,6,temporary_contract,46,2969,1560,0.8649836051980455,714,3,1628,0.5870647175604212,0,0,current,240,30dpd,41,2,no,0
52,rent_private,9,permanent,13,4522,1420,0.2848073643262023,720,3,13545,0.6870717322401171,3,0,current,240,none,56,2,no,0
40,rent_private,270,unemployed_other,20,2300,135,0.1848986431613445,44,3,12063,0.7763957424137616,3,0,current,0,30dpd,93,0,no,0
53,living_with_family_other,441,temporary_contract,2,2889,2412,1.143184862115569,2257,3,14631,0.5319122054931719,3,0,current,109,60dpd,70,0,no,0
30,rent_private,56,temporary_contract,394,1869,1506,0.16236852838490967,225,0,13911,0.46579900170869387,0,0,current,240,none,421,1,no,0
51,owner_with_mortgage,40,permanent,21,2234,1758,0.48811064736686927,486,2,144406,0.418970178206458,18,0,90dpd_plus,61,60dpd,113,1,no,0
43,rent_private,279,self_employed,31,2609,3438,0.6104278396655309,580,6,1671,1.4754522429333052,0,1,current,240,none,32,1,no,0
31,rent_social,44,permanent,10,2212,5286,0.5410506568417968,578,3,72495,0.20550400595728766,3,0,current,10,60dpd,6,0,no,0
64,owner_with_mortgage,28,permanent,400,1576,1861,0.62760933097641,132,5,3424,0.6556227157588863,2,2,current,240,90dpd_plus,56,0,no,0
50,rent_social,7,permanent,55,1630,2184,0.510511219369299,306,6,8332,0.3686401811459029,17,0,30dpd,1,none,85,0,no,0
34,owner_with_mortgage,23,permanent,10,1735,622,0.5848081590587252,79,6,6389,0.36266289326069007,2,0,60dpd,18,none,67,3,no,0
50,living_with_family_other,29,retired,34,10230,12460,0.06549246623180029,635,3,4302,0.7313972377556177,3,0,current,240,none,40,0,no,0
26,owner_with_mortgage,53,permanent,41,2787,1764,0.962664437003674,567,7,156203,0.32842557958775204,2,0,current,240,30dpd,27,3,no,0
27,rent_private,53,self_employed,472,3328,2757,0.24495346245346755,481,5,13146,0.40572162720908056,3,1,current,240,none,255,0,no,0
57,owner_no_mortgage,46,permanent,14,2745,1322,0.23857074223305966,252,0,5054,0.04019285302332003,1,1,current,14,none,82,1,no,0
76,owner_with_mortgage,3,temporary_contract,7,1928,3020,0.16275336563533857,919,2,1378,0.16169482584882156,3,0,current,240,none,182,0,yes,0
63,rent_social,15,permanent,48,1912,3058,1.1503432269068838,1067,8,6359,0.5107742813934177,3,0,current,20,none,70,0,no,0
41,owner_with_mortgage,7,permanent,59,2779,1298,0.05130404962835624,462,4,1370,0.7331755706361712,2,0,current,240,none,28,0,no,0
41,rent_social,19,permanent,7,1674,3192,0.4110400250346198,390,5,16644,0.302697146195252,3,1,current,240,none,76,2,yes,0
51,owner_with_mortgage,31,permanent,6,2482,2476,0.20015124996450362,851,4,4679,0.16661805141862326,2,1,current,240,60dpd,450,2,no,0
26,owner_no_mortgage,41,temporary_contract,8,1559,3231,0.628321686450098,1150,7,488,0.6749773338807628,0,0,current,240,none,19,0,no,0
68,rent_private,22,permanent,24,524,267,0.28291075127645543,534,19,3820,0.7567061968446562,3,0,current,13,90dpd_plus,7,0,yes,1
36,owner_no_mortgage,42,permanent,16,3092,2483,0.07006884533974173,693,2,2952,0.2851043898174203,1,0,current,240,30dpd,366,0,no,0
57,owner_with_mortgage,33,permanent,18,4097,3020,0.157683601956202,236,5,1283,0.3113197196421369,3,0,current,240,none,440,1,no,0
33,owner_with_mortgage,1,self_employed,26,3148,2226,0.45771458923827635,-3788,2,8953,0.052233318237949564,2,0,current,24,none,54,0,no,0
42,rent_private,59,self_employed,6,2519,13457,0.1075738063301528,598,3,15473,0.6135981755415827,1,0,current,240,30dpd,20,1,no,0
30,owner_with_mortgage,40,permanent,1,4684,1616,0.43543113715619075,1105,8,8813,1.4822527179590348,2,0,current,166,30dpd,56,2,no,0
36,rent_private,56,permanent,12,3008,37,0.38229176483827476,801,5,4113,0.5420424704915516,1,0,current,240,90dpd_plus,64,0,no,0
49,owner_no_mortgage,17,permanent,0,4671,41,0.04782347851536275,390,5,770,0.8310663683469545,2,0,60dpd,42,none,268,2,yes,0
56,rent_private,16,permanent,2,4171,1778,0.6285526338732864,1015,34,10005,0.8105482484475739,1,0,current,240,30dpd,30,2,no,0
52,rent_private,43,permanent,217,32,3196,0.7570412343760036,13744,1,4916,0.293044765558456,1,0,current,135,30dpd,118,2,no,0
41,owner_with_mortgage,11,permanent,492,17158,206,0.6168230160480839,211,1,12155,0.4377570568908414,1,0,current,240,none,120,2,no,0
34,rent_private,0,temporary_contract,92,2117,1272,0.610758880777607,100,5,8480,0.7598755091520271,0,0,90dpd_plus,240,30dpd,17,0,yes,0
40,owner_with_mortgage,440,permanent,4,3708,3437,0.49449048756880987,497,5,15964,0.08137986312364273,16,1,current,4,60dpd,25,2,no,0
48,owner_with_mortgage,169,permanent,60,2428,3087,0.2279433156329419,1193,5,100896,0.5921061264001111,0,0,current,240,none,596,3,no,0
18,rent_social,101,permanent,0,2775,2258,0.3949937672193056,5728,4,8585,0.21630584600843145,3,0,current,240,30dpd,21,1,no,0
